# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-07-31 15:17:49 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08096500 Brazos Rv at Waco, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08096500
#            TS   parameter     statistic     Description
#        135077       00060     00001     Discharge, cubic feet per second (Maximum)
#        135078       00060     00002     Discharge, cubic feet per second (Minimum)
#        135079       00060     00003     Discharge, cubic feet per second (Mean)
#        135080       00065     00001     Gage height, feet (Maximum)
#        135081       00065     00002     Gage height, feet (Minimum)
#        135082       00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#    91  Daily mean calculated from data on this day matches published daily mean within 1 percent
#    92  Daily mean calculated from data on this day matches published daily mean within 5 percent
#    93  Daily mean calculated from data on this day matches published daily mean within 10 percent
# 
agency_cd	site_no	datetime	135077_00060_00001	135077_00060_00001_cd	135078_00060_00002	135078_00060_00002_cd	135079_00060_00003	135079_00060_00003_cd	135080_00065_00001	135080_00065_00001_cd	135081_00065_00002	135081_00065_00002_cd	135082_00065_00003	135082_00065_00003_cd
USGS	08096500	2007-09-19					2840	A:[91]	7.63	A	3.99	A	5.93	A
USGS	08096500	2007-09-20					3740	A:[91]	7.32	A	4.70	A	6.98	A
USGS	08096500	2007-09-21					4000	A:[91]	7.30	A	7.23	A	7.27	A
USGS	08096500	2007-09-22					3980	A:[91]	7.27	A	7.23	A	7.25	A
USGS	08096500	2007-09-23					3980	A:[91]	7.28	A	7.23	A	7.25	A
USGS	08096500	2007-09-24					3990	A:[91]	7.28	A	7.23	A	7.26	A
USGS	08096500	2007-09-25					4010	A:[91]	7.32	A	7.26	A	7.29	A
USGS	08096500	2007-09-26					2970	A:[91]	7.28	A	3.97	A	6.08	A
USGS	08096500	2007-09-27					2340	A:[91]	6.89	A	3.49	A	5.33	A
USGS	08096500	2007-09-28					2260	A:[91]	6.81	A	3.44	A	5.23	A
USGS	08096500	2007-09-29					2220	A:[91]	6.78	A	3.35	A	5.17	A
USGS	08096500	2007-09-30					2090	A	6.64	A	3.30	A	5.01	A
USGS	08096500	2007-10-01	3450	A	912	A	2130	A	6.69	A	3.38	A	5.07	A
USGS	08096500	2007-10-02	3450	A	808	A	2120	A	6.69	A	3.19	A	5.04	A
USGS	08096500	2007-10-03	3440	A	820	A	2120	A	6.68	A	3.21	A	5.04	A
USGS	08096500	2007-10-04	3190	A	784	A	1890	A	6.40	A	3.15	A	4.75	A
USGS	08096500	2007-10-05	3200	A	772	A	1890	A	6.41	A	3.12	A	4.75	A
USGS	08096500	2007-10-06	2880	A	685	A	1670	A	6.05	A	2.96	A	4.45	A
USGS	08096500	2007-10-07	685	A	395	A	489	A	2.96	A	2.34	A	2.55	A
USGS	08096500	2007-10-08	2970	A	395	A	1690	A	6.15	A	2.34	A	4.46	A
USGS	08096500	2007-10-09	2750	A	668	A	1580	A	5.90	A	2.93	A	4.33	A
USGS	08096500	2007-10-10	2300	A	556	A	1320	A	5.35	A	2.70	A	3.96	A
USGS	08096500	2007-10-11	702	A	332	A	446	A	2.99	A	2.21	A	2.46	A
USGS	08096500	2007-10-12	713	A	314	A	509	A	3.02	A	2.16	A	2.59	A
USGS	08096500	2007-10-13	490	A	300	A	359	A	2.56	A	2.13	A	2.26	A
USGS	08096500	2007-10-14	3280	A	296	A	1400	A	6.50	A	2.12	A	3.95	A
USGS	08096500	2007-10-15	3680	A	3280	A	3490	A	6.94	A	6.50	A	6.73	A
USGS	08096500	2007-10-16	3440	A	1700	A	2620	A	6.68	A	4.59	A	5.73	A
USGS	08096500	2007-10-17	1700	A	525	A	912	A	4.59	A	2.63	A	3.34	A
USGS	08096500	2007-10-18	1160	A	461	A	859	A	3.79	A	2.49	A	3.25	A
USGS	08096500	2007-10-19	1200	A	950	A	1090	A	3.86	A	3.44	A	3.68	A
USGS	08096500	2007-10-20	1090	A	778	A	861	A	3.67	A	3.13	A	3.28	A
USGS	08096500	2007-10-21	778	A	597	A	710	A	3.13	A	2.79	A	3.00	A
USGS	08096500	2007-10-22	912	A	613	A	782	A	3.38	A	2.82	A	3.14	A
USGS	08096500	2007-10-23	863	A	480	A	651	A	3.29	A	2.53	A	2.89	A
USGS	08096500	2007-10-24	1020	A	480	A	868	A	3.56	A	2.53	A	3.29	A
USGS	08096500	2007-10-25	844	A	370	A	574	A	3.26	A	2.30	A	2.72	A
USGS	08096500	2007-10-26	370	A	277	A	315	A	2.30	A	2.09	A	2.17	A
USGS	08096500	2007-10-27	277	A	250	A	262	A	2.09	A	2.03	A	2.06	A
USGS	08096500	2007-10-28	356	A	263	A	329	A	2.27	A	2.06	A	2.21	A
USGS	08096500	2007-10-29	314	A	246	A	273	A	2.18	A	2.03	A	2.09	A
USGS	08096500	2007-10-30	668	A	241	A	418	A	2.93	A	2.02	A	2.40	A
USGS	08096500	2007-10-31	1360	A	592	A	918	A	4.10	A	2.77	A	3.36	A
USGS	08096500	2007-11-01	900	A	49.2	A	492	A	3.35	A	1.49	A	2.52	A
USGS	08096500	2007-11-02	49.2	A	16.3	A	25.3	A	1.49	A	1.31	A	1.37	A
USGS	08096500	2007-11-03	16.3	A	12.6	A	14.7	A	1.31	A	1.28	A	1.30	A
USGS	08096500	2007-11-04	13.7	A	11.5	A	12.8	A	1.29	A	1.27	A	1.28	A
USGS	08096500	2007-11-05	16.3	A	12.6	A	14.0	A	1.31	A	1.28	A	1.29	A
USGS	08096500	2007-11-06	13.7	A	9.40	A	11.6	A	1.29	A	1.25	A	1.27	A
USGS	08096500	2007-11-07	12.6	A	10.4	A	11.5	A	1.28	A	1.26	A	1.27	A
USGS	08096500	2007-11-08	427	A	11.5	A	246	A	2.42	A	1.27	A	1.99	A
USGS	08096500	2007-11-09	337	A	168	A	224	A	2.23	A	1.85	A	1.98	A
USGS	08096500	2007-11-10	1490	A	212	A	846	A	4.29	A	1.95	A	3.20	A
USGS	08096500	2007-11-11	520	A	237	A	378	A	2.62	A	2.01	A	2.32	A
USGS	08096500	2007-11-12	385	A	164	A	246	A	2.33	A	1.84	A	2.03	A
USGS	08096500	2007-11-13	1050	A	144	A	348	A	3.61	A	1.79	A	2.23	A
USGS	08096500	2007-11-14	1120	A	241	A	649	A	3.73	A	2.02	A	2.85	A
USGS	08096500	2007-11-15	241	A	132	A	172	A	2.02	A	1.76	A	1.86	A
USGS	08096500	2007-11-16	875	A	132	A	491	A	3.31	A	1.76	A	2.53	A
USGS	08096500	2007-11-17	427	A	168	A	255	A	2.42	A	1.85	A	2.05	A
USGS	08096500	2007-11-18	172	A	136	A	151	A	1.86	A	1.77	A	1.81	A
USGS	08096500	2007-11-19	1110	A	132	A	584	A	3.72	A	1.76	A	2.71	A
USGS	08096500	2007-11-20	475	A	185	A	272	A	2.52	A	1.89	A	2.08	A
USGS	08096500	2007-11-21	587	A	160	A	338	A	2.77	A	1.83	A	2.22	A
USGS	08096500	2007-11-22	515	A	224	A	386	A	2.61	A	1.98	A	2.33	A
USGS	08096500	2007-11-23	613	A	224	A	420	A	2.82	A	1.98	A	2.41	A
USGS	08096500	2007-11-24	981	A	216	A	562	A	3.50	A	1.96	A	2.68	A
USGS	08096500	2007-11-25	2110	A	646	A	1570	A	5.12	A	2.89	A	4.38	A
USGS	08096500	2007-11-26	1470	A	530	A	995	A	4.27	A	2.65	A	3.50	A
USGS	08096500	2007-11-27	618	A	432	A	521	A	2.83	A	2.43	A	2.63	A
USGS	08096500	2007-11-28	475	A	259	A	374	A	2.53	A	2.06	A	2.31	A
USGS	08096500	2007-11-29	2100	A	224	A	741	A	5.10	A	1.98	A	2.99	A
USGS	08096500	2007-11-30	2210	A	346	A	1060	A	5.25	A	2.26	A	3.51	A
USGS	08096500	2007-12-01	446	A	229	A	348	A	2.47	A	2.00	A	2.26	A
USGS	08096500	2007-12-02	869	A	208	A	487	A	3.30	A	1.95	A	2.54	A
USGS	08096500	2007-12-03	1550	A	254	A	752	A	4.38	A	2.06	A	3.02	A
USGS	08096500	2007-12-04	1390	A	250	A	593	A	4.15	A	2.05	A	2.74	A
USGS	08096500	2007-12-05	629	A	160	A	226	A	2.86	A	1.84	A	1.99	A
USGS	08096500	2007-12-06	1160	A	540	A	802	A	3.79	A	2.67	A	3.17	A
USGS	08096500	2007-12-07	679	A	413	A	556	A	2.96	A	2.40	A	2.70	A
USGS	08096500	2007-12-08	446	A	250	A	350	A	2.47	A	2.05	A	2.26	A
USGS	08096500	2007-12-09	1440	A	291	A	778	A	4.22	A	2.14	A	3.08	A
USGS	08096500	2007-12-10	1660	A	441	A	962	A	4.54	A	2.46	A	3.41	A
USGS	08096500	2007-12-11	1150	A	545	A	829	A	3.78	A	2.68	A	3.22	A
USGS	08096500	2007-12-12	545	A	229	A	322	A	2.68	A	2.00	A	2.20	A
USGS	08096500	2007-12-13	1050	A	342	A	706	A	3.62	A	2.25	A	2.99	A
USGS	08096500	2007-12-14	480	A	220	A	284	A	2.54	A	1.98	A	2.12	A
USGS	08096500	2007-12-15	646	A	241	A	395	A	2.89	A	2.03	A	2.36	A
USGS	08096500	2007-12-16	1500	A	263	A	815	A	4.31	A	2.08	A	3.14	A
USGS	08096500	2007-12-17	1430	A	263	A	633	A	4.21	A	2.08	A	2.82	A
USGS	08096500	2007-12-18	451	A	241	A	343	A	2.48	A	2.03	A	2.25	A
USGS	08096500	2007-12-19	456	A	194	A	266	A	2.49	A	1.92	A	2.08	A
USGS	08096500	2007-12-20	629	A	220	A	422	A	2.86	A	1.98	A	2.42	A
USGS	08096500	2007-12-21	220	A	152	A	175	A	1.98	A	1.82	A	1.87	A
USGS	08096500	2007-12-22	229	A	76.2	A	163	A	2.00	A	1.60	A	1.84	A
USGS	08096500	2007-12-23	754	A	64.7	A	308	A	3.10	A	1.56	A	2.13	A
USGS	08096500	2007-12-24	592	A	190	A	317	A	2.78	A	1.91	A	2.19	A
USGS	08096500	2007-12-25	190	A	132	A	154	A	1.91	A	1.77	A	1.82	A
USGS	08096500	2007-12-26	233	A	92.0	A	158	A	2.01	A	1.65	A	1.83	A
USGS	08096500	2007-12-27	461	A	95.1	A	258	A	2.50	A	1.66	A	2.05	A
USGS	08096500	2007-12-28	375	A	144	A	232	A	2.32	A	1.80	A	2.00	A
USGS	08096500	2007-12-29	152	A	129	A	140	A	1.82	A	1.76	A	1.79	A
USGS	08096500	2007-12-30	148	A	115	A	130	A	1.81	A	1.72	A	1.76	A
USGS	08096500	2007-12-31	185	A	98.2	A	126	A	1.90	A	1.67	A	1.75	A
USGS	08096500	2008-01-01	140	A	95.1	A	115	A	1.79	A	1.66	A	1.72	A
USGS	08096500	2008-01-02	125	A	101	A	114	A	1.75	A	1.68	A	1.72	A
USGS	08096500	2008-01-03	129	A	105	A	117	A	1.76	A	1.69	A	1.73	A
USGS	08096500	2008-01-04	685	A	108	A	155	A	2.97	A	1.70	A	1.82	A
USGS	08096500	2008-01-05	918	A	259	A	565	A	3.39	A	2.07	A	2.71	A
USGS	08096500	2008-01-06	485	A	172	A	297	A	2.55	A	1.87	A	2.15	A
USGS	08096500	2008-01-07	390	A	177	A	257	A	2.35	A	1.88	A	2.06	A
USGS	08096500	2008-01-08	241	A	92.0	A	167	A	2.03	A	1.65	A	1.85	A
USGS	08096500	2008-01-09	132	A	108	A	122	A	1.77	A	1.70	A	1.74	A
USGS	08096500	2008-01-10	259	A	125	A	184	A	2.07	A	1.75	A	1.90	A
USGS	08096500	2008-01-11	685	A	148	A	339	A	2.97	A	1.81	A	2.23	A
USGS	08096500	2008-01-12	766	A	233	A	490	A	3.12	A	2.01	A	2.56	A
USGS	08096500	2008-01-13	233	A	140	A	173	A	2.01	A	1.79	A	1.87	A
USGS	08096500	2008-01-14	140	A	121	A	130	A	1.79	A	1.74	A	1.76	A
USGS	08096500	2008-01-15	125	A	115	A	121	A	1.75	A	1.72	A	1.74	A
USGS	08096500	2008-01-16	164	A	115	A	128	A	1.85	A	1.72	A	1.76	A
USGS	08096500	2008-01-17	856	A	92.0	A	157	A	3.29	A	1.65	A	1.82	A
USGS	08096500	2008-01-18	1130	A	273	A	646	A	3.74	A	2.10	A	2.86	A
USGS	08096500	2008-01-19	273	A	132	A	190	A	2.10	A	1.77	A	1.91	A
USGS	08096500	2008-01-20	1520	A	132	A	659	A	4.34	A	1.77	A	2.83	A
USGS	08096500	2008-01-21	1510	A	370	A	751	A	4.33	A	2.31	A	3.04	A
USGS	08096500	2008-01-22	1420	A	446	A	959	A	4.20	A	2.47	A	3.43	A
USGS	08096500	2008-01-23	1960	A	437	A	1140	A	4.93	A	2.45	A	3.70	A
USGS	08096500	2008-01-24	646	A	250	A	418	A	2.89	A	2.05	A	2.41	A
USGS	08096500	2008-01-25	576	A	259	A	417	A	2.75	A	2.07	A	2.41	A
USGS	08096500	2008-01-26	535	A	168	A	203	A	2.66	A	1.86	A	1.94	A
USGS	08096500	2008-01-27	1190	A	332	A	704	A	3.85	A	2.23	A	2.97	A
USGS	08096500	2008-01-28	1410	A	535	A	956	A	4.18	A	2.66	A	3.44	A
USGS	08096500	2008-01-29	900	A	375	A	611	A	3.36	A	2.32	A	2.81	A
USGS	08096500	2008-01-30	937	A	259	A	563	A	3.43	A	2.07	A	2.70	A
USGS	08096500	2008-01-31	515	A	115	A	324	A	2.62	A	1.72	A	2.20	A
USGS	08096500	2008-02-01	863	A	121	A	487	A	3.30	A	1.74	A	2.53	A
USGS	08096500	2008-02-02	1340	A	300	A	664	A	4.08	A	2.16	A	2.89	A
USGS	08096500	2008-02-03	1330	A	246	A	617	A	4.06	A	2.04	A	2.79	A
USGS	08096500	2008-02-04	246	A	148	A	192	A	2.04	A	1.81	A	1.91	A
USGS	08096500	2008-02-05	988	A	132	A	507	A	3.51	A	1.77	A	2.57	A
USGS	08096500	2008-02-06	875	A	342	A	540	A	3.32	A	2.25	A	2.66	A
USGS	08096500	2008-02-07	456	A	194	A	348	A	2.49	A	1.92	A	2.26	A
USGS	08096500	2008-02-08	918	A	148	A	375	A	3.40	A	1.81	A	2.30	A
USGS	08096500	2008-02-09	918	A	224	A	493	A	3.40	A	1.99	A	2.56	A
USGS	08096500	2008-02-10	224	A	136	A	163	A	1.99	A	1.78	A	1.85	A
USGS	08096500	2008-02-11	576	A	121	A	311	A	2.75	A	1.74	A	2.17	A
USGS	08096500	2008-02-12	418	A	140	A	270	A	2.41	A	1.79	A	2.09	A
USGS	08096500	2008-02-13	1440	A	140	A	530	A	4.22	A	1.79	A	2.58	A
USGS	08096500	2008-02-14	1370	A	263	A	619	A	4.13	A	2.08	A	2.79	A
USGS	08096500	2008-02-15	613	A	263	A	452	A	2.83	A	2.08	A	2.49	A
USGS	08096500	2008-02-16	719	A	273	A	443	A	3.04	A	2.10	A	2.46	A
USGS	08096500	2008-02-17	597	A	277	A	425	A	2.79	A	2.11	A	2.43	A
USGS	08096500	2008-02-18	300	A	156	A	212	A	2.16	A	1.83	A	1.96	A
USGS	08096500	2008-02-19	456	A	160	A	328	A	2.49	A	1.84	A	2.22	A
USGS	08096500	2008-02-20	220	A	129	A	170	A	1.98	A	1.76	A	1.86	A
USGS	08096500	2008-02-21	212	A	129	A	179	A	1.96	A	1.76	A	1.88	A
USGS	08096500	2008-02-22	1000	A	172	A	506	A	3.54	A	1.87	A	2.58	A
USGS	08096500	2008-02-23	1210	A	296	A	622	A	3.87	A	2.15	A	2.81	A
USGS	08096500	2008-02-24	1220	A	237	A	614	A	3.90	A	2.02	A	2.78	A
USGS	08096500	2008-02-25	263	A	152	A	192	A	2.08	A	1.82	A	1.91	A
USGS	08096500	2008-02-26	212	A	64.7	A	111	A	1.96	A	1.56	A	1.70	A
USGS	08096500	2008-02-27	446	A	67.5	A	214	A	2.47	A	1.57	A	1.94	A
USGS	08096500	2008-02-28	475	A	229	A	354	A	2.53	A	2.00	A	2.27	A
USGS	08096500	2008-02-29	370	A	199	A	288	A	2.31	A	1.93	A	2.13	A
USGS	08096500	2008-03-01	199	A	121	A	151	A	1.93	A	1.74	A	1.82	A
USGS	08096500	2008-03-02	465	A	118	A	327	A	2.51	A	1.73	A	2.21	A
USGS	08096500	2008-03-03	838	A	237	A	562	A	3.25	A	2.02	A	2.71	A
USGS	08096500	2008-03-04	802	A	404	A	614	A	3.19	A	2.38	A	2.82	A
USGS	08096500	2008-03-05	520	A	233	A	377	A	2.63	A	2.01	A	2.32	A
USGS	08096500	2008-03-06	994	A	224	A	469	A	3.53	A	1.99	A	2.50	A
USGS	08096500	2008-03-07	937	A	332	A	593	A	3.43	A	2.23	A	2.77	A
USGS	08096500	2008-03-08	1960	A	713	A	1030	A	4.93	A	3.02	A	3.56	A
USGS	08096500	2008-03-09	1970	A	679	A	1160	A	4.94	A	2.96	A	3.74	A
USGS	08096500	2008-03-10	1840	A	640	A	1350	A	4.78	A	2.88	A	4.05	A
USGS	08096500	2008-03-11	1830	A	844	A	1280	A	4.77	A	3.26	A	3.96	A
USGS	08096500	2008-03-12	962	A	731	A	847	A	3.47	A	3.06	A	3.27	A
USGS	08096500	2008-03-13	1130	A	685	A	891	A	3.76	A	2.97	A	3.34	A
USGS	08096500	2008-03-14	685	A	233	A	533	A	2.97	A	2.01	A	2.66	A
USGS	08096500	2008-03-15	233	A	148	A	192	A	2.01	A	1.81	A	1.91	A
USGS	08096500	2008-03-16	172	A	129	A	158	A	1.87	A	1.76	A	1.83	A
USGS	08096500	2008-03-17	203	A	144	A	177	A	1.94	A	1.80	A	1.88	A
USGS	08096500	2008-03-18	2680	A	152	A	852	A	5.82	A	1.82	A	3.02	A
USGS	08096500	2008-03-19	5940	A	2680	A	4610	A	9.12	A	5.82	A	7.85	A
USGS	08096500	2008-03-20	3010	A	1550	A	2100	A	6.20	A	4.39	A	5.10	A
USGS	08096500	2008-03-21	1550	A	1280	A	1390	A	4.39	A	4.00	A	4.15	A
USGS	08096500	2008-03-22	1280	A	1230	A	1260	A	4.00	A	3.91	A	3.96	A
USGS	08096500	2008-03-23	3610	A	1210	A	2280	A	6.87	A	3.87	A	5.29	A
USGS	08096500	2008-03-24	3310	A	1300	A	2290	A	6.54	A	4.02	A	5.30	A
USGS	08096500	2008-03-25	2910	A	1240	A	1690	A	6.09	A	3.93	A	4.54	A
USGS	08096500	2008-03-26	1250	A	651	A	975	A	3.94	A	2.90	A	3.48	A
USGS	08096500	2008-03-27	662	A	291	A	476	A	2.93	A	2.14	A	2.53	A
USGS	08096500	2008-03-28	2250	A	291	A	1350	A	5.29	A	2.14	A	3.96	A
USGS	08096500	2008-03-29	2850	A	784	A	1760	A	6.03	A	3.15	A	4.62	A
USGS	08096500	2008-03-30	994	A	437	A	705	A	3.53	A	2.45	A	2.99	A
USGS	08096500	2008-03-31	1210	A	485	A	804	A	3.88	A	2.55	A	3.17	A
USGS	08096500	2008-04-01	2350	A	820	A	1550	A	5.43	A	3.22	A	4.36	A
USGS	08096500	2008-04-02	1510	A	850	A	1070	A	4.32	A	3.28	A	3.64	A
USGS	08096500	2008-04-03	1840	A	754	A	1270	A	4.78	A	3.10	A	3.95	A
USGS	08096500	2008-04-04	1890	A	708	A	1310	A	4.85	A	3.01	A	3.99	A
USGS	08096500	2008-04-05	4360	A	1460	A	2870	A	7.64	A	4.26	A	5.98	A
USGS	08096500	2008-04-06	4050	A	1440	A	2620	A	7.32	A	4.22	A	5.69	A
USGS	08096500	2008-04-07	3640	A	1370	A	2350	A	6.90	A	4.13	A	5.38	A
USGS	08096500	2008-04-08	3340	A	1310	A	2170	A	6.57	A	4.04	A	5.16	A
USGS	08096500	2008-04-09	1420	A	1070	A	1190	A	4.20	A	3.66	A	3.85	A
USGS	08096500	2008-04-10	3840	A	1060	A	2380	A	7.11	A	3.63	A	5.40	A
USGS	08096500	2008-04-11	4730	A	2290	A	3770	A	8.01	A	5.35	A	7.00	A
USGS	08096500	2008-04-12	4720	A	1490	A	3390	A	8.00	A	4.30	A	6.54	A
USGS	08096500	2008-04-13	2770	A	1280	A	1880	A	5.93	A	3.99	A	4.80	A
USGS	08096500	2008-04-14	3160	A	1210	A	2330	A	6.38	A	3.89	A	5.36	A
USGS	08096500	2008-04-15	2560	A	1500	A	2010	A	5.68	A	4.31	A	4.99	A
USGS	08096500	2008-04-16	2560	A	1520	A	1980	A	5.68	A	4.34	A	4.94	A
USGS	08096500	2008-04-17	2000	A	1310	A	1600	A	4.99	A	4.03	A	4.45	A
USGS	08096500	2008-04-18	3870	A	2000	A	2890	A	7.14	A	4.99	A	6.04	A
USGS	08096500	2008-04-19	3550	A	850	A	1970	A	6.80	A	3.28	A	4.87	A
USGS	08096500	2008-04-20	1760	A	772	A	1180	A	4.67	A	3.13	A	3.81	A
USGS	08096500	2008-04-21	772	A	375	A	489	A	3.13	A	2.32	A	2.56	A
USGS	08096500	2008-04-22	3200	A	351	A	1730	A	6.42	A	2.27	A	4.47	A
USGS	08096500	2008-04-23	2510	A	708	A	1430	A	5.62	A	3.01	A	4.13	A
USGS	08096500	2008-04-24	2830	A	881	A	1900	A	5.99	A	3.33	A	4.80	A
USGS	08096500	2008-04-25	4030	A	962	A	2630	A	7.30	A	3.47	A	5.68	A
USGS	08096500	2008-04-26	6550	A	4030	A	5380	A	9.62	A	7.30	A	8.60	A
USGS	08096500	2008-04-27	8910	A	6550	A	7800	A	11.51	A	9.62	A	10.64	A
USGS	08096500	2008-04-28	8750	A	7140	A	7690	A	11.38	A	10.12	A	10.56	A
USGS	08096500	2008-04-29	7830	A	7130	A	7460	A	10.69	A	10.11	A	10.38	A
USGS	08096500	2008-04-30	7140	A	6070	A	6840	A	10.12	A	9.22	A	9.87	A
USGS	08096500	2008-05-01	6110	A	5940	A	6080	A	9.26	A	9.11	A	9.23	A
USGS	08096500	2008-05-02	5960	A	3740	A	5270	A	9.13	A	7.01	A	8.49	A
USGS	08096500	2008-05-03	4960	A	1880	A	3670	A	8.23	A	4.84	A	6.87	A
USGS	08096500	2008-05-04	4710	A	1880	A	3320	A	7.99	A	4.82	A	6.50	A
USGS	08096500	2008-05-05	4560	A	1800	A	3200	A	7.84	A	4.73	A	6.35	A
USGS	08096500	2008-05-06	3980	A	1190	A	2730	A	7.25	A	3.84	A	5.81	A
USGS	08096500	2008-05-07	3950	A	975	A	2700	A	7.23	A	3.49	A	5.77	A
USGS	08096500	2008-05-08	3730	A	969	A	2460	A	7.00	A	3.48	A	5.49	A
USGS	08096500	2008-05-09	4010	A	1240	A	2720	A	7.28	A	3.92	A	5.81	A
USGS	08096500	2008-05-10	4220	A	1220	A	3010	A	7.50	A	3.90	A	6.13	A
USGS	08096500	2008-05-11	3910	A	1130	A	2520	A	7.18	A	3.74	A	5.56	A
USGS	08096500	2008-05-12	3850	A	1120	A	2460	A	7.12	A	3.73	A	5.48	A
USGS	08096500	2008-05-13	3100	A	725	A	1030	A	6.30	A	3.05	A	3.53	A
USGS	08096500	2008-05-14	16300	A	3100	A	11200	A	15.32	A	6.30	A	12.21	A
USGS	08096500	2008-05-15	15200	A	3880	A	8470	A	14.68	A	6.71	A	10.17	A
USGS	08096500	2008-05-16	6060	A	2580	A	4250	A	8.60	A	5.38	A	7.00	A
USGS	08096500	2008-05-17	5060	A	2440	A	3580	A	7.79	A	5.23	A	6.38	A
USGS	08096500	2008-05-18	2440	A	2000	A	2160	A	5.23	A	4.73	A	4.91	A
USGS	08096500	2008-05-19	3880	A	1960	A	2780	A	6.71	A	4.68	A	5.57	A
USGS	08096500	2008-05-20	4600	A	2110	A	3170	A	7.38	A	4.85	A	5.97	A
USGS	08096500	2008-05-21	4560	A	2020	A	3120	A	7.34	A	4.75	A	5.92	A
USGS	08096500	2008-05-22	3100	A	1930	A	2480	A	5.94	A	4.64	A	5.26	A
USGS	08096500	2008-05-23	3780	A	1470	A	2330	A	6.61	A	4.07	A	5.08	A
USGS	08096500	2008-05-24	3770	A	1260	A	2350	A	6.60	A	3.76	A	5.06	A
USGS	08096500	2008-05-25	4440	A	1490	A	2860	A	7.23	A	4.09	A	5.62	A
USGS	08096500	2008-05-26	3780	A	1360	A	2400	A	6.61	A	3.91	A	5.13	A
USGS	08096500	2008-05-27	3940	A	988	A	2230	A	6.77	A	3.36	A	4.92	A
USGS	08096500	2008-05-28	988	A	375	A	566	A	3.36	A	2.24	A	2.62	A
USGS	08096500	2008-05-29	3700	A	370	A	2080	A	6.54	A	2.22	A	4.68	A
USGS	08096500	2008-05-30	3570	A	725	A	2010	A	6.41	A	2.92	A	4.62	A
USGS	08096500	2008-05-31	1010	A	465	A	708	A	3.39	A	2.43	A	2.88	A
USGS	08096500	2008-06-01	1990	A	370	A	1060	A	4.71	A	2.22	A	3.39	A
USGS	08096500	2008-06-02	3240	A	500	A	1740	A	6.08	A	2.50	A	4.28	A
USGS	08096500	2008-06-03	587	A	212	A	318	A	2.67	A	1.87	A	2.11	A
USGS	08096500	2008-06-04	1860	A	208	A	962	A	4.55	A	1.86	A	3.22	A
USGS	08096500	2008-06-05	3060	A	380	A	1580	A	5.90	A	2.25	A	4.06	A
USGS	08096500	2008-06-06	3760	A	719	A	2200	A	6.59	A	2.91	A	4.85	A
USGS	08096500	2008-06-07	3460	A	646	A	1990	A	6.30	A	2.78	A	4.60	A
USGS	08096500	2008-06-08	3560	A	581	A	1980	A	6.40	A	2.66	A	4.58	A
USGS	08096500	2008-06-09	2960	A	510	A	1580	A	5.79	A	2.52	A	4.09	A
USGS	08096500	2008-06-10	3010	A	408	A	1560	A	5.84	A	2.31	A	4.04	A
USGS	08096500	2008-06-11	408	A	152	A	239	A	2.31	A	1.73	A	1.93	A
USGS	08096500	2008-06-12	291	A	121	A	161	A	2.05	A	1.65	A	1.75	A
USGS	08096500	2008-06-13	1450	A	291	A	797	A	4.03	A	2.05	A	2.99	A
USGS	08096500	2008-06-14	1980	A	328	A	1030	A	4.70	A	2.13	A	3.33	A
USGS	08096500	2008-06-15	418	A	140	A	220	A	2.33	A	1.70	A	1.89	A
USGS	08096500	2008-06-16	1450	A	129	A	745	A	4.04	A	1.67	A	2.87	A
USGS	08096500	2008-06-17	408	A	118	A	209	A	2.31	A	1.64	A	1.86	A
USGS	08096500	2008-06-18	121	A	85.5	A	103	A	1.65	A	1.54	A	1.59	A
USGS	08096500	2008-06-19	3160	A	82.3	A	1610	A	6.00	A	1.53	A	4.05	A
USGS	08096500	2008-06-20	592	A	287	A	402	A	2.68	A	2.04	A	2.29	A
USGS	08096500	2008-06-21	1660	A	268	A	868	A	4.31	A	2.00	A	3.09	A
USGS	08096500	2008-06-22	1810	A	375	A	1040	A	4.49	A	2.24	A	3.37	A
USGS	08096500	2008-06-23	2930	A	314	A	1480	A	5.76	A	2.10	A	3.92	A
USGS	08096500	2008-06-24	1890	A	408	A	1020	A	4.59	A	2.31	A	3.33	A
USGS	08096500	2008-06-25	408	A	101	A	215	A	2.31	A	1.59	A	1.87	A
USGS	08096500	2008-06-26	2870	A	101	A	1410	A	5.70	A	1.59	A	3.79	A
USGS	08096500	2008-06-27	581	A	125	A	268	A	2.66	A	1.66	A	1.99	A
USGS	08096500	2008-06-28	1840	A	121	A	919	A	4.53	A	1.65	A	3.14	A
